"SecretarialAreaCode","SecretarialAreaTitle","AgencyCode","AgencyTitle","bill","year","type","amount"
"16","Commerce and Trade","181","Department of Labor and Industry","1","2023","NGF",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2023","Total",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2024","GF",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2024","NGF",0
"16","Commerce and Trade","181","Department of Labor and Industry","1","2024","Total",0
"16","Commerce and Trade","182","Virginia Employment Commission","1283","2019","GF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1283","2019","NGF",560608306
"16","Commerce and Trade","182","Virginia Employment Commission","1283","2019","Total",560608306
"16","Commerce and Trade","182","Virginia Employment Commission","1283","2020","GF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1283","2020","NGF",555408306
"16","Commerce and Trade","182","Virginia Employment Commission","1283","2020","Total",555408306
"16","Commerce and Trade","182","Virginia Employment Commission","1","2021","GF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2021","NGF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2021","Total",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2022","GF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2022","NGF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2022","Total",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2023","GF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2023","NGF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2023","Total",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2024","GF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2024","NGF",0
"16","Commerce and Trade","182","Virginia Employment Commission","1","2024","Total",0
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1283","2019","GF",936185
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1283","2019","NGF",0
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1283","2019","Total",936185
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1283","2020","GF",1076185
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1283","2020","NGF",0
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1283","2020","Total",1076185
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2021","GF",1110829
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2021","NGF",0
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2021","Total",1110829
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2022","GF",1110829
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2022","NGF",0
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2022","Total",1110829
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2023","GF",1156756
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2023","NGF",0
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2023","Total",1156756
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2024","GF",1156756
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2024","NGF",0
"16","Commerce and Trade","192","Secretary of Commerce and Trade","1","2024","Total",1156756
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1283","2019","GF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1283","2019","NGF",23954438
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1283","2019","Total",23954438
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1283","2020","GF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1283","2020","NGF",23954438
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1283","2020","Total",23954438
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2021","GF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2021","NGF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2021","Total",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2022","GF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2022","NGF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2022","Total",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2023","GF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2023","NGF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2023","Total",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2024","GF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2024","NGF",0
"16","Commerce and Trade","222","Department of Professional and Occupational Regulation","1","2024","Total",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1283","2019","GF",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1283","2019","NGF",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1283","2019","Total",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1283","2020","GF",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1283","2020","NGF",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1283","2020","Total",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2021","GF",26100000
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2021","NGF",2.5e+07
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2021","Total",51100000
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2022","GF",41550000
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2022","NGF",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2022","Total",41550000
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2023","GF",47786623
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2023","NGF",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2023","Total",47786623
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2024","GF",42395623
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2024","NGF",0
"16","Commerce and Trade","309","Virginia Innovation Partnership Authority","1","2024","Total",42395623
"16","Commerce and Trade","310","Virginia Economic Development Partnership","1283","2019","GF",33597198
"16","Commerce and Trade","310","Virginia Economic Development Partnership","1283","2019","NGF",0
"16","Commerce and Trade","310","Virginia Economic Development Partnership","1283","2019","Total",33597198
"16","Commerce and Trade","310","Virginia Economic Development Partnership","1283","2020","GF",37807392
"16","Commerce and Trade","310","Virginia Economic Development Partnership","1283","2020","NGF",0
"16","Commerce and Trade","310","Virginia Economic Development Partnership","1283","2020","Total",37807392
"16","Commerce and Trade","310","Virginia Economic Development Partnership","1","2021","GF",34802309
"16","Commerce and Trade","310","Virginia Economic Development Partnership","1","2021","NGF",0
